136.159.124.172	1577862604.379132
136.159.213.29	1577862375.567149
136.159.213.245	1577862359.691062
136.159.160.70	1577862356.772035
136.159.213.208	1577862753.721913
174.0.228.41	1577862356.683491
188.129.239.176	1577862356.774895
136.159.213.188	1577862641.955268
136.159.213.119	1577862357.426960
136.159.213.200	1577863171.510471
136.159.160.70	1577862356.772035
136.159.213.200	1577863171.510471
136.159.213.80	1577862357.160580
136.159.213.29	1577862375.567149
136.159.213.243	1577862430.376754
136.159.98.11	1577863473.281037
136.159.213.156	1577862357.109529
136.159.213.200	1577863171.510471
136.159.213.250	1577862356.455491
136.159.213.134	1577863813.197817
136.159.213.119	1577862357.426960
94.139.183.237	1577862782.567528
136.159.213.156	1577862357.109529
136.159.213.245	1577862359.691062
136.159.213.245	1577862359.691062
136.159.213.188	1577862641.955268
136.159.213.29	1577862375.567149
136.159.132.98	1577863924.992964
136.159.213.34	1577864256.325942
136.159.123.145	1577863145.962339
136.159.160.70	1577862356.772035
198.161.243.251	1577863263.535540
136.159.213.80	1577862357.160580
112.199.199.6	1577862356.773026
136.159.171.99	1577864740.970335
136.159.213.80	1577862357.160580
198.161.243.248	1577863952.395002
136.159.213.200	1577863171.510471
136.159.213.200	1577863171.510471
136.159.213.186	1577862678.607376
136.159.213.163	1577864736.177554
136.159.213.122	1577863060.516953
136.159.213.227	1577862355.573726
136.159.213.26	1577865200.389748
136.159.213.26	1577865200.389748
136.159.213.68	1577864570.257355
136.159.213.243	1577862430.376754
136.159.213.68	1577864570.257355
136.159.73.168	1577865224.072169
136.159.213.200	1577863171.510471
136.159.160.70	1577862356.772035
136.159.213.135	1577864951.856172
136.159.213.135	1577864951.856172
136.159.213.172	1577865524.337251
136.159.73.168	1577865224.072169
136.159.213.78	1577865516.409371
136.159.213.176	1577865667.584189
136.159.213.245	1577862359.691062
136.159.213.245	1577862359.691062
120.230.99.38	1577862356.726268
198.161.243.252	1577862355.428243
136.159.213.135	1577864951.856172
136.159.131.183	1577862883.961673
198.161.243.248	1577863952.395002
136.159.213.80	1577862357.160580
136.159.213.250	1577862356.455491
136.159.213.65	1577865222.055332
136.159.160.70	1577862356.772035
136.159.213.36	1577865754.852024
136.159.213.208	1577862753.721913
136.159.49.196	1577862355.619086
136.159.101.108	1577862389.406654
136.159.101.108	1577862389.406654
136.159.213.48	1577865965.612578
136.159.161.110	1577866584.058523
136.159.161.110	1577866584.058523
136.159.213.250	1577862356.455491
198.161.243.248	1577863952.395002
136.159.213.250	1577862356.455491
136.159.132.18	1577862361.187660
136.159.213.122	1577863060.516953
136.159.213.122	1577863060.516953
136.159.112.50	1577866842.243199
136.159.112.50	1577866842.243199
136.159.213.188	1577862641.955268
136.159.213.29	1577862375.567149
136.159.213.172	1577865524.337251
136.159.213.224	1577865943.910393
136.159.132.10	1577866745.404409
136.159.213.220	1577865618.820006
136.159.160.70	1577862356.772035
136.159.213.200	1577863171.510471
136.159.213.200	1577863171.510471
136.159.213.200	1577863171.510471
136.159.213.195	1577866551.092833
136.159.213.195	1577866551.092833
136.159.213.195	1577866551.092833
136.159.213.119	1577862357.426960
136.159.213.36	1577865754.852024
136.159.213.29	1577862375.567149
136.159.213.97	1577864910.759331
136.159.213.29	1577862375.567149
136.159.213.209	1577862356.724121
136.159.213.29	1577862375.567149
136.159.213.134	1577863813.197817
136.159.213.190	1577867487.961638
136.159.213.139	1577864266.439856
136.159.171.187	1577867224.229175
93.202.252.220	1577867364.593273
136.159.213.135	1577864951.856172
136.159.160.70	1577862356.772035
198.161.243.248	1577863952.395002
136.159.171.187	1577867224.229175
136.159.171.187	1577867224.229175
136.159.213.250	1577862356.455491
136.159.213.79	1577864418.034354
136.159.213.126	1577865833.595492
136.159.213.126	1577865833.595492
136.159.213.250	1577862356.455491
136.159.213.34	1577864256.325942
136.159.213.29	1577862375.567149
89.248.140.14	1577865018.263071
136.159.213.8	1577867375.177666
198.161.243.248	1577863952.395002
136.159.213.162	1577862356.898380
136.159.213.29	1577862375.567149
136.159.213.29	1577862375.567149
136.159.213.135	1577864951.856172
136.159.133.221	1577868149.280617
136.159.213.205	1577863017.098540
136.159.213.143	1577868725.127214
136.159.160.70	1577862356.772035
136.159.132.18	1577862361.187660
136.159.132.18	1577862361.187660
136.159.132.18	1577862361.187660
136.159.213.36	1577865754.852024
136.159.213.135	1577864951.856172
198.161.243.248	1577863952.395002
136.159.128.178	1577868733.885616
96.51.138.17	1577862517.005569
136.159.213.169	1577868087.992536
136.159.213.169	1577868087.992536
136.159.213.80	1577862357.160580
136.159.213.254	1577867773.561568
136.159.213.201	1577867868.461382
136.159.213.201	1577867868.461382
136.159.213.201	1577867868.461382
136.159.213.29	1577862375.567149
136.159.213.195	1577866551.092833
136.159.213.48	1577865965.612578
136.159.213.50	1577869379.924274
136.159.213.195	1577866551.092833
136.159.213.195	1577866551.092833
136.159.213.19	1577869089.589245
136.159.160.70	1577862356.772035
136.159.128.178	1577868733.885616
136.159.213.126	1577865833.595492
136.159.213.126	1577865833.595492
136.159.213.163	1577864736.177554
136.159.213.80	1577862357.160580
136.159.213.146	1577869860.628264
136.159.213.107	1577867975.492846
136.159.213.208	1577862753.721913
43.239.137.148	1577862355.992245
136.159.213.133	1577869845.188281
136.159.213.135	1577864951.856172
136.159.213.215	1577870208.995777
136.159.213.107	1577867975.492846
136.159.213.107	1577867975.492846
136.159.160.127	1577870040.004288
136.159.160.70	1577862356.772035
136.159.213.139	1577864266.439856
198.166.71.40	1577862355.480302
136.159.213.31	1577868975.211901
136.159.213.124	1577869791.527435
136.159.213.29	1577862375.567149
136.159.213.31	1577868975.211901
136.159.213.31	1577868975.211901
136.159.213.135	1577864951.856172
136.159.213.135	1577864951.856172
136.159.213.190	1577867487.961638
136.159.213.168	1577869851.131316
198.161.243.249	1577868953.414222
136.159.213.51	1577870203.331788
136.159.213.248	1577864709.170631
136.159.213.163	1577864736.177554
136.159.213.51	1577870203.331788
136.159.213.173	1577870506.928534
136.159.213.51	1577870203.331788
136.159.213.254	1577867773.561568
203.93.30.163	1577870361.290122
209.121.229.125	1577867479.373470
136.159.213.29	1577862375.567149
136.159.213.49	1577870253.272085
136.159.213.134	1577863813.197817
136.159.213.51	1577870203.331788
136.159.213.248	1577864709.170631
103.60.175.115	1577868492.848029
136.159.160.123	1577862356.814285
198.161.243.252	1577862355.428243
136.159.160.70	1577862356.772035
70.73.106.184	1577870227.736079
136.159.213.29	1577862375.567149
136.159.213.68	1577864570.257355
136.159.213.159	1577868058.935441
136.159.213.68	1577864570.257355
174.114.80.162	1577867976.139437
136.159.213.135	1577864951.856172
136.159.213.31	1577868975.211901
136.159.213.1	1577871655.208549
198.161.243.254	1577871084.619156
136.159.198.22	1577871116.805711
211.71.103.244	1577869562.904011
136.159.213.80	1577862357.160580
136.159.213.224	1577865943.910393
136.159.213.51	1577870203.331788
136.159.213.51	1577870203.331788
136.159.228.103	1577872170.754057
136.159.133.221	1577868149.280617
136.159.213.73	1577871216.901208
136.159.73.4	1577871923.213002
136.159.160.124	1577871970.164567
136.159.160.124	1577871970.164567
136.159.160.70	1577862356.772035
136.159.213.126	1577865833.595492
136.159.160.124	1577871970.164567
136.159.160.124	1577871970.164567
136.159.160.124	1577871970.164567
136.159.101.108	1577862389.406654
198.161.243.248	1577863952.395002
136.159.213.244	1577871269.167798
136.159.213.12	1577869434.610725
198.161.243.248	1577863952.395002
136.159.160.124	1577871970.164567
136.159.160.124	1577871970.164567
136.159.213.135	1577864951.856172
136.159.213.80	1577862357.160580
136.159.213.126	1577865833.595492
136.159.213.126	1577865833.595492
136.159.160.124	1577871970.164567
136.159.213.36	1577865754.852024
136.159.213.36	1577865754.852024
136.159.213.51	1577870203.331788
136.159.213.19	1577869089.589245
136.159.160.196	1577873001.031795
136.159.213.63	1577872227.080418
136.159.160.63	1577873456.475139
136.159.160.124	1577871970.164567
136.159.123.157	1577873547.448336
136.159.123.157	1577873547.448336
136.159.213.51	1577870203.331788
136.159.213.135	1577864951.856172
136.159.213.51	1577870203.331788
136.159.49.121	1577873513.552950
136.159.123.157	1577873547.448336
136.159.123.157	1577873547.448336
136.159.213.208	1577862753.721913
136.159.198.22	1577871116.805711
136.159.160.70	1577862356.772035
136.159.213.226	1577873939.732492
136.159.213.80	1577862357.160580
136.159.117.149	1577874066.493620
136.159.213.133	1577869845.188281
198.161.243.248	1577863952.395002
136.159.123.190	1577873161.716207
136.159.213.135	1577864951.856172
136.159.117.149	1577874066.493620
136.159.213.31	1577868975.211901
136.159.213.31	1577868975.211901
136.159.117.149	1577874066.493620
136.159.213.49	1577870253.272085
136.159.213.31	1577868975.211901
136.159.117.149	1577874066.493620
136.159.117.149	1577874066.493620
136.159.213.138	1577873200.323711
136.159.123.157	1577873547.448336
136.159.133.221	1577868149.280617
136.159.133.221	1577868149.280617
136.159.133.221	1577868149.280617
198.161.243.254	1577871084.619156
136.159.117.149	1577874066.493620
136.159.213.2	1577873516.230471
136.159.225.171	1577873156.234792
136.159.213.135	1577864951.856172
125.161.138.50	1577873155.868218
136.159.213.70	1577874288.866118
136.159.213.153	1577874459.892806
136.159.213.185	1577873156.277515
136.159.213.112	1577873156.257417
136.159.213.116	1577873567.147201
136.159.123.157	1577873547.448336
136.159.213.179	1577874500.764461
136.159.160.70	1577862356.772035
136.159.213.234	1577873701.973015
136.159.127.93	1577874760.529274
136.159.213.51	1577870203.331788
136.159.213.134	1577863813.197817
136.159.117.149	1577874066.493620
136.159.117.149	1577874066.493620
136.159.49.120	1577874732.646355
136.159.213.47	1577874767.652296
136.159.117.149	1577874066.493620
198.161.243.248	1577863952.395002
136.159.213.148	1577874847.619502
136.159.213.148	1577874847.619502
136.159.123.157	1577873547.448336
136.159.123.190	1577873161.716207
136.159.213.179	1577874500.764461
136.159.213.195	1577866551.092833
